Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost,Comment
18,retailer,-57,1,0,-58,484.5,0.0,
18,wholesaler,0,0,0,0,0.0,0.0,
18,distributor,0,0,0,0,0.0,0.0,
18,manufacturer,0,0,0,0,0.0,0.0,
19,retailer,-58,4,0,-62,493.0,0.0,
19,wholesaler,0,0,0,0,0.0,0.0,
19,distributor,0,0,0,0,0.0,0.0,
19,manufacturer,0,0,0,0,0.0,0.0,
20,retailer,-62,1,0,-63,527.0,0.0,
20,wholesaler,0,0,0,0,0.0,0.0,
20,distributor,0,0,0,0,0.0,0.0,
20,manufacturer,0,0,0,0,0.0,0.0,
21,retailer,-63,1,0,-64,535.5,0.0,
21,wholesaler,0,0,0,0,0.0,0.0,
21,distributor,0,0,0,0,0.0,0.0,
21,manufacturer,0,0,0,0,0.0,0.0,
22,retailer,-64,3,0,-67,544.0,0.0,
22,wholesaler,0,0,0,0,0.0,0.0,
22,distributor,0,0,0,0,0.0,0.0,
22,manufacturer,0,0,0,0,0.0,0.0,
23,retailer,-67,2,0,-69,569.5,0.0,
23,wholesaler,0,0,0,0,0.0,0.0,
23,distributor,0,0,0,0,0.0,0.0,
23,manufacturer,0,0,0,0,0.0,0.0,
24,retailer,-69,2,0,-71,586.5,0.0,
24,wholesaler,0,0,0,0,0.0,0.0,
24,distributor,0,0,0,0,0.0,0.0,
24,manufacturer,0,0,0,0,0.0,0.0,
25,retailer,-71,2,0,-73,603.5,0.0,
25,wholesaler,0,0,0,0,0.0,0.0,
25,distributor,0,0,0,0,0.0,0.0,
25,manufacturer,0,0,0,0,0.0,0.0,
26,retailer,-73,4,0,-77,620.5,0.0,
26,wholesaler,0,0,0,0,0.0,0.0,
26,distributor,0,0,0,0,0.0,0.0,
26,manufacturer,0,0,0,0,0.0,0.0,
27,retailer,-77,3,0,-80,654.5,0.0,
27,wholesaler,0,0,0,0,0.0,0.0,
27,distributor,0,0,0,0,0.0,0.0,
27,manufacturer,0,0,0,0,0.0,0.0,
28,retailer,-80,5,0,-85,680.0,0.0,
28,wholesaler,0,0,0,0,0.0,0.0,
28,distributor,0,0,0,0,0.0,0.0,
28,manufacturer,0,0,0,0,0.0,0.0,
29,retailer,-85,2,0,-87,722.5,0.0,
29,wholesaler,0,0,0,0,0.0,0.0,
29,distributor,0,0,0,0,0.0,0.0,
29,manufacturer,0,0,0,0,0.0,0.0,
30,retailer,-87,2,0,-89,739.5,0.0,
30,wholesaler,0,0,0,0,0.0,0.0,
30,distributor,0,0,0,0,0.0,0.0,
30,manufacturer,0,0,0,0,0.0,0.0,
31,retailer,-89,2,0,-91,756.5,0.0,
31,wholesaler,0,0,0,0,0.0,0.0,
31,distributor,0,0,0,0,0.0,0.0,
31,manufacturer,0,0,0,0,0.0,0.0,
32,retailer,-91,1,0,-92,773.5,0.0,
32,wholesaler,0,0,0,0,0.0,0.0,
32,distributor,0,0,0,0,0.0,0.0,
32,manufacturer,0,0,0,0,0.0,0.0,
33,retailer,-92,2,0,-94,782.0,0.0,
33,wholesaler,0,0,0,0,0.0,0.0,
33,distributor,0,0,0,0,0.0,0.0,
33,manufacturer,0,0,0,0,0.0,0.0,
34,retailer,-94,3,0,-97,799.0,0.0,
34,wholesaler,0,0,0,0,0.0,0.0,
34,distributor,0,0,0,0,0.0,0.0,
34,manufacturer,0,0,0,0,0.0,0.0,
35,retailer,-97,2,0,-99,824.5,0.0,
35,wholesaler,0,0,0,0,0.0,0.0,
35,distributor,0,0,0,0,0.0,0.0,
35,manufacturer,0,0,0,0,0.0,0.0,
36,retailer,-99,6,0,-105,841.5,0.0,
36,wholesaler,0,0,0,0,0.0,0.0,
36,distributor,0,0,0,0,0.0,0.0,
36,manufacturer,0,0,0,0,0.0,0.0,
37,retailer,-105,1,0,-106,892.5,0.0,
37,wholesaler,0,0,0,0,0.0,0.0,
37,distributor,0,0,0,0,0.0,0.0,
37,manufacturer,0,0,0,0,0.0,0.0,
38,retailer,-106,2,0,-108,901.0,0.0,
38,wholesaler,0,0,0,0,0.0,0.0,
38,distributor,0,0,0,0,0.0,0.0,
38,manufacturer,0,0,0,0,0.0,0.0,
39,retailer,-108,4,0,-112,918.0,0.0,
39,wholesaler,0,0,0,0,0.0,0.0,
39,distributor,0,0,0,0,0.0,0.0,
39,manufacturer,0,0,0,0,0.0,0.0,
40,retailer,-112,4,0,-116,952.0,0.0,
40,wholesaler,0,0,0,0,0.0,0.0,
40,distributor,0,0,0,0,0.0,0.0,
40,manufacturer,0,0,0,0,0.0,0.0,
