Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost,Comment
12,wholesaler,0,0,0,0,0.0,0.0,
12,distributor,0,0,0,0,0.0,0.0,
12,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
13,retailer,-48,4,0,-52,240.0,0.0,
13,wholesaler,0,0,0,0,0.0,0.0,
13,distributor,0,0,0,0,0.0,0.0,
13,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
14,retailer,-52,4,0,-56,260.0,0.0,
14,wholesaler,0,0,0,0,0.0,0.0,
14,distributor,0,0,0,0,0.0,0.0,
14,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
15,retailer,-56,12,0,-68,280.0,0.0,
15,wholesaler,0,0,0,0,0.0,0.0,
15,distributor,0,0,0,0,0.0,0.0,
15,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
16,retailer,-68,12,0,-80,340.0,0.0,
16,wholesaler,0,0,0,0,0.0,0.0,
16,distributor,0,0,0,0,0.0,0.0,
16,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
17,retailer,-80,12,0,-92,400.0,0.0,
17,wholesaler,0,0,0,0,0.0,0.0,
17,distributor,0,0,0,0,0.0,0.0,
17,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
18,retailer,-92,12,0,-104,460.0,0.0,
18,wholesaler,0,0,0,0,0.0,0.0,
18,distributor,0,0,0,0,0.0,0.0,
18,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
19,retailer,-104,12,0,-116,520.0,0.0,
19,wholesaler,0,0,0,0,0.0,0.0,
19,distributor,0,0,0,0,0.0,0.0,
19,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
20,retailer,-116,12,0,-128,580.0,0.0,
20,wholesaler,0,0,0,0,0.0,0.0,
20,distributor,0,0,0,0,0.0,0.0,
20,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
21,retailer,-128,12,0,-140,640.0,0.0,
21,wholesaler,0,0,0,0,0.0,0.0,
21,distributor,0,0,0,0,0.0,0.0,
21,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
22,retailer,-140,12,0,-152,700.0,0.0,
22,wholesaler,0,0,0,0,0.0,0.0,
22,distributor,0,0,0,0,0.0,0.0,
22,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
23,retailer,-152,12,0,-164,760.0,0.0,
23,wholesaler,0,0,0,0,0.0,0.0,
23,distributor,0,0,0,0,0.0,0.0,
23,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
24,retailer,-164,12,0,-176,820.0,0.0,
24,wholesaler,0,0,0,0,0.0,0.0,
24,distributor,0,0,0,0,0.0,0.0,
24,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
25,retailer,-176,12,0,-188,880.0,0.0,
25,wholesaler,0,0,0,0,0.0,0.0,
25,distributor,0,0,0,0,0.0,0.0,
25,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
26,retailer,-188,12,0,-200,940.0,0.0,
26,wholesaler,0,0,0,0,0.0,0.0,
26,distributor,0,0,0,0,0.0,0.0,
26,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
27,retailer,-200,12,0,-212,1000.0,0.0,
27,wholesaler,0,0,0,0,0.0,0.0,
27,distributor,0,0,0,0,0.0,0.0,
27,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
28,retailer,-212,12,0,-224,1060.0,0.0,
28,wholesaler,0,0,0,0,0.0,0.0,
28,distributor,0,0,0,0,0.0,0.0,
28,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
29,retailer,-224,12,0,-236,1120.0,0.0,
29,wholesaler,0,0,0,0,0.0,0.0,
29,distributor,0,0,0,0,0.0,0.0,
29,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
30,retailer,-236,12,0,-248,1180.0,0.0,
30,wholesaler,0,0,0,0,0.0,0.0,
30,distributor,0,0,0,0,0.0,0.0,
30,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
31,retailer,-248,12,0,-260,1240.0,0.0,
31,wholesaler,0,0,0,0,0.0,0.0,
31,distributor,0,0,0,0,0.0,0.0,
31,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
32,retailer,-260,12,0,-272,1300.0,0.0,
32,wholesaler,0,0,0,0,0.0,0.0,
32,distributor,0,0,0,0,0.0,0.0,
32,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
33,retailer,-272,12,0,-284,1360.0,0.0,
33,wholesaler,0,0,0,0,0.0,0.0,
33,distributor,0,0,0,0,0.0,0.0,
33,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
34,retailer,-284,12,0,-296,1420.0,0.0,
34,wholesaler,0,0,0,0,0.0,0.0,
34,distributor,0,0,0,0,0.0,0.0,
34,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
35,retailer,-296,12,0,-308,1480.0,0.0,
35,wholesaler,0,0,0,0,0.0,0.0,
35,distributor,0,0,0,0,0.0,0.0,
35,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
36,retailer,-308,12,0,-320,1540.0,0.0,
36,wholesaler,0,0,0,0,0.0,0.0,
36,distributor,0,0,0,0,0.0,0.0,
36,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
37,retailer,-320,12,0,-332,1600.0,0.0,
37,wholesaler,0,0,0,0,0.0,0.0,
37,distributor,0,0,0,0,0.0,0.0,
37,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
38,retailer,-332,12,0,-344,1660.0,0.0,
38,wholesaler,0,0,0,0,0.0,0.0,
38,distributor,0,0,0,0,0.0,0.0,
38,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
39,retailer,-344,12,0,-356,1720.0,0.0,
39,wholesaler,0,0,0,0,0.0,0.0,
39,distributor,0,0,0,0,0.0,0.0,
39,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
40,retailer,-356,12,0,-368,1780.0,0.0,
40,wholesaler,0,0,0,0,0.0,0.0,
40,distributor,0,0,0,0,0.0,0.0,
40,manufacturer,4,0,0,4,0.0,2.0,[Manufacturer] Naive damped | demand=0.0 end_inv=4.0 tgt=0.0 bleed=1.00 order_qty=0
