Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost,Comment
18,retailer,-73,6,0,-79,620.5,0.0,
18,wholesaler,0,0,0,0,0.0,0.0,
18,distributor,0,0,0,0,0.0,0.0,
18,manufacturer,0,0,0,0,0.0,0.0,
19,retailer,-79,2,0,-81,671.5,0.0,
19,wholesaler,0,0,0,0,0.0,0.0,
19,distributor,0,0,0,0,0.0,0.0,
19,manufacturer,0,0,0,0,0.0,0.0,
20,retailer,-81,4,0,-85,688.5,0.0,
20,wholesaler,0,0,0,0,0.0,0.0,
20,distributor,0,0,0,0,0.0,0.0,
20,manufacturer,0,0,0,0,0.0,0.0,
21,retailer,-85,3,0,-88,722.5,0.0,
21,wholesaler,0,0,0,0,0.0,0.0,
21,distributor,0,0,0,0,0.0,0.0,
21,manufacturer,0,0,0,0,0.0,0.0,
22,retailer,-88,5,0,-93,748.0,0.0,
22,wholesaler,0,0,0,0,0.0,0.0,
22,distributor,0,0,0,0,0.0,0.0,
22,manufacturer,0,0,0,0,0.0,0.0,
23,retailer,-93,3,0,-96,790.5,0.0,
23,wholesaler,0,0,0,0,0.0,0.0,
23,distributor,0,0,0,0,0.0,0.0,
23,manufacturer,0,0,0,0,0.0,0.0,
24,retailer,-96,3,0,-99,816.0,0.0,
24,wholesaler,0,0,0,0,0.0,0.0,
24,distributor,0,0,0,0,0.0,0.0,
24,manufacturer,0,0,0,0,0.0,0.0,
25,retailer,-99,4,0,-103,841.5,0.0,
25,wholesaler,0,0,0,0,0.0,0.0,
25,distributor,0,0,0,0,0.0,0.0,
25,manufacturer,0,0,0,0,0.0,0.0,
26,retailer,-103,2,0,-105,875.5,0.0,
26,wholesaler,0,0,0,0,0.0,0.0,
26,distributor,0,0,0,0,0.0,0.0,
26,manufacturer,0,0,0,0,0.0,0.0,
27,retailer,-105,3,0,-108,892.5,0.0,
27,wholesaler,0,0,0,0,0.0,0.0,
27,distributor,0,0,0,0,0.0,0.0,
27,manufacturer,0,0,0,0,0.0,0.0,
28,retailer,-108,4,0,-112,918.0,0.0,
28,wholesaler,0,0,0,0,0.0,0.0,
28,distributor,0,0,0,0,0.0,0.0,
28,manufacturer,0,0,0,0,0.0,0.0,
29,retailer,-112,2,0,-114,952.0,0.0,
29,wholesaler,0,0,0,0,0.0,0.0,
29,distributor,0,0,0,0,0.0,0.0,
29,manufacturer,0,0,0,0,0.0,0.0,
30,retailer,-114,4,0,-118,969.0,0.0,
30,wholesaler,0,0,0,0,0.0,0.0,
30,distributor,0,0,0,0,0.0,0.0,
30,manufacturer,0,0,0,0,0.0,0.0,
31,retailer,-118,3,0,-121,1003.0,0.0,
31,wholesaler,0,0,0,0,0.0,0.0,
31,distributor,0,0,0,0,0.0,0.0,
31,manufacturer,0,0,0,0,0.0,0.0,
32,retailer,-121,4,0,-125,1028.5,0.0,
32,wholesaler,0,0,0,0,0.0,0.0,
32,distributor,0,0,0,0,0.0,0.0,
32,manufacturer,0,0,0,0,0.0,0.0,
33,retailer,-125,4,0,-129,1062.5,0.0,
33,wholesaler,0,0,0,0,0.0,0.0,
33,distributor,0,0,0,0,0.0,0.0,
33,manufacturer,0,0,0,0,0.0,0.0,
34,retailer,-129,2,0,-131,1096.5,0.0,
34,wholesaler,0,0,0,0,0.0,0.0,
34,distributor,0,0,0,0,0.0,0.0,
34,manufacturer,0,0,0,0,0.0,0.0,
35,retailer,-131,4,0,-135,1113.5,0.0,
35,wholesaler,0,0,0,0,0.0,0.0,
35,distributor,0,0,0,0,0.0,0.0,
35,manufacturer,0,0,0,0,0.0,0.0,
36,retailer,-135,2,0,-137,1147.5,0.0,
36,wholesaler,0,0,0,0,0.0,0.0,
36,distributor,0,0,0,0,0.0,0.0,
36,manufacturer,0,0,0,0,0.0,0.0,
37,retailer,-137,2,0,-139,1164.5,0.0,
37,wholesaler,0,0,0,0,0.0,0.0,
37,distributor,0,0,0,0,0.0,0.0,
37,manufacturer,0,0,0,0,0.0,0.0,
38,retailer,-139,3,0,-142,1181.5,0.0,
38,wholesaler,0,0,0,0,0.0,0.0,
38,distributor,0,0,0,0,0.0,0.0,
38,manufacturer,0,0,0,0,0.0,0.0,
39,retailer,-142,3,0,-145,1207.0,0.0,
39,wholesaler,0,0,0,0,0.0,0.0,
39,distributor,0,0,0,0,0.0,0.0,
39,manufacturer,0,0,0,0,0.0,0.0,
40,retailer,-145,7,0,-152,1232.5,0.0,
40,wholesaler,0,0,0,0,0.0,0.0,
40,distributor,0,0,0,0,0.0,0.0,
40,manufacturer,0,0,0,0,0.0,0.0,
