Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost,Comment
18,retailer,-58,1,0,-59,493.0,0.0,
18,wholesaler,0,0,0,0,0.0,0.0,
18,distributor,0,0,0,0,0.0,0.0,
18,manufacturer,0,0,0,0,0.0,0.0,
19,retailer,-59,4,0,-63,501.5,0.0,
19,wholesaler,0,0,0,0,0.0,0.0,
19,distributor,0,0,0,0,0.0,0.0,
19,manufacturer,0,0,0,0,0.0,0.0,
20,retailer,-63,6,0,-69,535.5,0.0,
20,wholesaler,0,0,0,0,0.0,0.0,
20,distributor,0,0,0,0,0.0,0.0,
20,manufacturer,0,0,0,0,0.0,0.0,
21,retailer,-69,7,0,-76,586.5,0.0,
21,wholesaler,0,0,0,0,0.0,0.0,
21,distributor,0,0,0,0,0.0,0.0,
21,manufacturer,0,0,0,0,0.0,0.0,
22,retailer,-76,1,0,-77,646.0,0.0,
22,wholesaler,0,0,0,0,0.0,0.0,
22,distributor,0,0,0,0,0.0,0.0,
22,manufacturer,0,0,0,0,0.0,0.0,
23,retailer,-77,3,0,-80,654.5,0.0,
23,wholesaler,0,0,0,0,0.0,0.0,
23,distributor,0,0,0,0,0.0,0.0,
23,manufacturer,0,0,0,0,0.0,0.0,
24,retailer,-80,4,0,-84,680.0,0.0,
24,wholesaler,0,0,0,0,0.0,0.0,
24,distributor,0,0,0,0,0.0,0.0,
24,manufacturer,0,0,0,0,0.0,0.0,
25,retailer,-84,2,0,-86,714.0,0.0,
25,wholesaler,0,0,0,0,0.0,0.0,
25,distributor,0,0,0,0,0.0,0.0,
25,manufacturer,0,0,0,0,0.0,0.0,
26,retailer,-86,3,0,-89,731.0,0.0,
26,wholesaler,0,0,0,0,0.0,0.0,
26,distributor,0,0,0,0,0.0,0.0,
26,manufacturer,0,0,0,0,0.0,0.0,
27,retailer,-89,3,0,-92,756.5,0.0,
27,wholesaler,0,0,0,0,0.0,0.0,
27,distributor,0,0,0,0,0.0,0.0,
27,manufacturer,0,0,0,0,0.0,0.0,
28,retailer,-92,3,0,-95,782.0,0.0,
28,wholesaler,0,0,0,0,0.0,0.0,
28,distributor,0,0,0,0,0.0,0.0,
28,manufacturer,0,0,0,0,0.0,0.0,
29,retailer,-95,3,0,-98,807.5,0.0,
29,wholesaler,0,0,0,0,0.0,0.0,
29,distributor,0,0,0,0,0.0,0.0,
29,manufacturer,0,0,0,0,0.0,0.0,
30,retailer,-98,4,0,-102,833.0,0.0,
30,wholesaler,0,0,0,0,0.0,0.0,
30,distributor,0,0,0,0,0.0,0.0,
30,manufacturer,0,0,0,0,0.0,0.0,
31,retailer,-102,6,0,-108,867.0,0.0,
31,wholesaler,0,0,0,0,0.0,0.0,
31,distributor,0,0,0,0,0.0,0.0,
31,manufacturer,0,0,0,0,0.0,0.0,
32,retailer,-108,2,0,-110,918.0,0.0,
32,wholesaler,0,0,0,0,0.0,0.0,
32,distributor,0,0,0,0,0.0,0.0,
32,manufacturer,0,0,0,0,0.0,0.0,
33,retailer,-110,2,0,-112,935.0,0.0,
33,wholesaler,0,0,0,0,0.0,0.0,
33,distributor,0,0,0,0,0.0,0.0,
33,manufacturer,0,0,0,0,0.0,0.0,
34,retailer,-112,3,0,-115,952.0,0.0,
34,wholesaler,0,0,0,0,0.0,0.0,
34,distributor,0,0,0,0,0.0,0.0,
34,manufacturer,0,0,0,0,0.0,0.0,
35,retailer,-115,4,0,-119,977.5,0.0,
35,wholesaler,0,0,0,0,0.0,0.0,
35,distributor,0,0,0,0,0.0,0.0,
35,manufacturer,0,0,0,0,0.0,0.0,
36,retailer,-119,2,0,-121,1011.5,0.0,
36,wholesaler,0,0,0,0,0.0,0.0,
36,distributor,0,0,0,0,0.0,0.0,
36,manufacturer,0,0,0,0,0.0,0.0,
37,retailer,-121,2,0,-123,1028.5,0.0,
37,wholesaler,0,0,0,0,0.0,0.0,
37,distributor,0,0,0,0,0.0,0.0,
37,manufacturer,0,0,0,0,0.0,0.0,
38,retailer,-123,2,0,-125,1045.5,0.0,
38,wholesaler,0,0,0,0,0.0,0.0,
38,distributor,0,0,0,0,0.0,0.0,
38,manufacturer,0,0,0,0,0.0,0.0,
39,retailer,-125,3,0,-128,1062.5,0.0,
39,wholesaler,0,0,0,0,0.0,0.0,
39,distributor,0,0,0,0,0.0,0.0,
39,manufacturer,0,0,0,0,0.0,0.0,
40,retailer,-128,2,0,-130,1088.0,0.0,
40,wholesaler,0,0,0,0,0.0,0.0,
40,distributor,0,0,0,0,0.0,0.0,
40,manufacturer,0,0,0,0,0.0,0.0,
