Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost,Comment
18,retailer,-92,12,0,-104,690.0,0.0,
18,wholesaler,0,0,0,0,0.0,0.0,
18,distributor,0,0,0,0,0.0,0.0,
18,manufacturer,0,0,0,0,0.0,0.0,
19,retailer,-104,12,0,-116,780.0,0.0,
19,wholesaler,0,0,0,0,0.0,0.0,
19,distributor,0,0,0,0,0.0,0.0,
19,manufacturer,0,0,0,0,0.0,0.0,
20,retailer,-116,12,0,-128,870.0,0.0,
20,wholesaler,0,0,0,0,0.0,0.0,
20,distributor,0,0,0,0,0.0,0.0,
20,manufacturer,0,0,0,0,0.0,0.0,
21,retailer,-128,12,0,-140,960.0,0.0,
21,wholesaler,0,0,0,0,0.0,0.0,
21,distributor,0,0,0,0,0.0,0.0,
21,manufacturer,0,0,0,0,0.0,0.0,
22,retailer,-140,12,0,-152,1050.0,0.0,
22,wholesaler,0,0,0,0,0.0,0.0,
22,distributor,0,0,0,0,0.0,0.0,
22,manufacturer,0,0,0,0,0.0,0.0,
23,retailer,-152,12,0,-164,1140.0,0.0,
23,wholesaler,0,0,0,0,0.0,0.0,
23,distributor,0,0,0,0,0.0,0.0,
23,manufacturer,0,0,0,0,0.0,0.0,
24,retailer,-164,12,0,-176,1230.0,0.0,
24,wholesaler,0,0,0,0,0.0,0.0,
24,distributor,0,0,0,0,0.0,0.0,
24,manufacturer,0,0,0,0,0.0,0.0,
25,retailer,-176,12,0,-188,1320.0,0.0,
25,wholesaler,0,0,0,0,0.0,0.0,
25,distributor,0,0,0,0,0.0,0.0,
25,manufacturer,0,0,0,0,0.0,0.0,
26,retailer,-188,12,0,-200,1410.0,0.0,
26,wholesaler,0,0,0,0,0.0,0.0,
26,distributor,0,0,0,0,0.0,0.0,
26,manufacturer,0,0,0,0,0.0,0.0,
27,retailer,-200,12,0,-212,1500.0,0.0,
27,wholesaler,0,0,0,0,0.0,0.0,
27,distributor,0,0,0,0,0.0,0.0,
27,manufacturer,0,0,0,0,0.0,0.0,
28,retailer,-212,12,0,-224,1590.0,0.0,
28,wholesaler,0,0,0,0,0.0,0.0,
28,distributor,0,0,0,0,0.0,0.0,
28,manufacturer,0,0,0,0,0.0,0.0,
29,retailer,-224,12,0,-236,1680.0,0.0,
29,wholesaler,0,0,0,0,0.0,0.0,
29,distributor,0,0,0,0,0.0,0.0,
29,manufacturer,0,0,0,0,0.0,0.0,
30,retailer,-236,12,0,-248,1770.0,0.0,
30,wholesaler,0,0,0,0,0.0,0.0,
30,distributor,0,0,0,0,0.0,0.0,
30,manufacturer,0,0,0,0,0.0,0.0,
31,retailer,-248,12,0,-260,1860.0,0.0,
31,wholesaler,0,0,0,0,0.0,0.0,
31,distributor,0,0,0,0,0.0,0.0,
31,manufacturer,0,0,0,0,0.0,0.0,
32,retailer,-260,12,0,-272,1950.0,0.0,
32,wholesaler,0,0,0,0,0.0,0.0,
32,distributor,0,0,0,0,0.0,0.0,
32,manufacturer,0,0,0,0,0.0,0.0,
33,retailer,-272,12,0,-284,2040.0,0.0,
33,wholesaler,0,0,0,0,0.0,0.0,
33,distributor,0,0,0,0,0.0,0.0,
33,manufacturer,0,0,0,0,0.0,0.0,
34,retailer,-284,12,0,-296,2130.0,0.0,
34,wholesaler,0,0,0,0,0.0,0.0,
34,distributor,0,0,0,0,0.0,0.0,
34,manufacturer,0,0,0,0,0.0,0.0,
35,retailer,-296,12,0,-308,2220.0,0.0,
35,wholesaler,0,0,0,0,0.0,0.0,
35,distributor,0,0,0,0,0.0,0.0,
35,manufacturer,0,0,0,0,0.0,0.0,
36,retailer,-308,12,0,-320,2310.0,0.0,
36,wholesaler,0,0,0,0,0.0,0.0,
36,distributor,0,0,0,0,0.0,0.0,
36,manufacturer,0,0,0,0,0.0,0.0,
37,retailer,-320,12,0,-332,2400.0,0.0,
37,wholesaler,0,0,0,0,0.0,0.0,
37,distributor,0,0,0,0,0.0,0.0,
37,manufacturer,0,0,0,0,0.0,0.0,
38,retailer,-332,12,0,-344,2490.0,0.0,
38,wholesaler,0,0,0,0,0.0,0.0,
38,distributor,0,0,0,0,0.0,0.0,
38,manufacturer,0,0,0,0,0.0,0.0,
39,retailer,-344,12,0,-356,2580.0,0.0,
39,wholesaler,0,0,0,0,0.0,0.0,
39,distributor,0,0,0,0,0.0,0.0,
39,manufacturer,0,0,0,0,0.0,0.0,
40,retailer,-356,12,0,-368,2670.0,0.0,
40,wholesaler,0,0,0,0,0.0,0.0,
40,distributor,0,0,0,0,0.0,0.0,
40,manufacturer,0,0,0,0,0.0,0.0,
