Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost,Comment
18,retailer,-49,3,0,-52,416.5,0.0,
18,wholesaler,0,0,0,0,0.0,0.0,
18,distributor,0,0,0,0,0.0,0.0,
18,manufacturer,0,0,0,0,0.0,0.0,
19,retailer,-52,3,0,-55,442.0,0.0,
19,wholesaler,0,0,0,0,0.0,0.0,
19,distributor,0,0,0,0,0.0,0.0,
19,manufacturer,0,0,0,0,0.0,0.0,
20,retailer,-55,2,0,-57,467.5,0.0,
20,wholesaler,0,0,0,0,0.0,0.0,
20,distributor,0,0,0,0,0.0,0.0,
20,manufacturer,0,0,0,0,0.0,0.0,
21,retailer,-57,3,0,-60,484.5,0.0,
21,wholesaler,0,0,0,0,0.0,0.0,
21,distributor,0,0,0,0,0.0,0.0,
21,manufacturer,0,0,0,0,0.0,0.0,
22,retailer,-60,2,0,-62,510.0,0.0,
22,wholesaler,0,0,0,0,0.0,0.0,
22,distributor,0,0,0,0,0.0,0.0,
22,manufacturer,0,0,0,0,0.0,0.0,
23,retailer,-62,5,0,-67,527.0,0.0,
23,wholesaler,0,0,0,0,0.0,0.0,
23,distributor,0,0,0,0,0.0,0.0,
23,manufacturer,0,0,0,0,0.0,0.0,
24,retailer,-67,4,0,-71,569.5,0.0,
24,wholesaler,0,0,0,0,0.0,0.0,
24,distributor,0,0,0,0,0.0,0.0,
24,manufacturer,0,0,0,0,0.0,0.0,
25,retailer,-71,3,0,-74,603.5,0.0,
25,wholesaler,0,0,0,0,0.0,0.0,
25,distributor,0,0,0,0,0.0,0.0,
25,manufacturer,0,0,0,0,0.0,0.0,
26,retailer,-74,2,0,-76,629.0,0.0,
26,wholesaler,0,0,0,0,0.0,0.0,
26,distributor,0,0,0,0,0.0,0.0,
26,manufacturer,0,0,0,0,0.0,0.0,
27,retailer,-76,2,0,-78,646.0,0.0,
27,wholesaler,0,0,0,0,0.0,0.0,
27,distributor,0,0,0,0,0.0,0.0,
27,manufacturer,0,0,0,0,0.0,0.0,
28,retailer,-78,4,0,-82,663.0,0.0,
28,wholesaler,0,0,0,0,0.0,0.0,
28,distributor,0,0,0,0,0.0,0.0,
28,manufacturer,0,0,0,0,0.0,0.0,
29,retailer,-82,3,0,-85,697.0,0.0,
29,wholesaler,0,0,0,0,0.0,0.0,
29,distributor,0,0,0,0,0.0,0.0,
29,manufacturer,0,0,0,0,0.0,0.0,
30,retailer,-85,3,0,-88,722.5,0.0,
30,wholesaler,0,0,0,0,0.0,0.0,
30,distributor,0,0,0,0,0.0,0.0,
30,manufacturer,0,0,0,0,0.0,0.0,
31,retailer,-88,4,0,-92,748.0,0.0,
31,wholesaler,0,0,0,0,0.0,0.0,
31,distributor,0,0,0,0,0.0,0.0,
31,manufacturer,0,0,0,0,0.0,0.0,
32,retailer,-92,2,0,-94,782.0,0.0,
32,wholesaler,0,0,0,0,0.0,0.0,
32,distributor,0,0,0,0,0.0,0.0,
32,manufacturer,0,0,0,0,0.0,0.0,
33,retailer,-94,4,0,-98,799.0,0.0,
33,wholesaler,0,0,0,0,0.0,0.0,
33,distributor,0,0,0,0,0.0,0.0,
33,manufacturer,0,0,0,0,0.0,0.0,
34,retailer,-98,4,0,-102,833.0,0.0,
34,wholesaler,0,0,0,0,0.0,0.0,
34,distributor,0,0,0,0,0.0,0.0,
34,manufacturer,0,0,0,0,0.0,0.0,
35,retailer,-102,6,0,-108,867.0,0.0,
35,wholesaler,0,0,0,0,0.0,0.0,
35,distributor,0,0,0,0,0.0,0.0,
35,manufacturer,0,0,0,0,0.0,0.0,
36,retailer,-108,7,0,-115,918.0,0.0,
36,wholesaler,0,0,0,0,0.0,0.0,
36,distributor,0,0,0,0,0.0,0.0,
36,manufacturer,0,0,0,0,0.0,0.0,
37,retailer,-115,7,0,-122,977.5,0.0,
37,wholesaler,0,0,0,0,0.0,0.0,
37,distributor,0,0,0,0,0.0,0.0,
37,manufacturer,0,0,0,0,0.0,0.0,
38,retailer,-122,3,0,-125,1037.0,0.0,
38,wholesaler,0,0,0,0,0.0,0.0,
38,distributor,0,0,0,0,0.0,0.0,
38,manufacturer,0,0,0,0,0.0,0.0,
39,retailer,-125,2,0,-127,1062.5,0.0,
39,wholesaler,0,0,0,0,0.0,0.0,
39,distributor,0,0,0,0,0.0,0.0,
39,manufacturer,0,0,0,0,0.0,0.0,
40,retailer,-127,4,0,-131,1079.5,0.0,
40,wholesaler,0,0,0,0,0.0,0.0,
40,distributor,0,0,0,0,0.0,0.0,
40,manufacturer,0,0,0,0,0.0,0.0,
