MANDT,VBELN,FKART,FKTYP,VBTYP,WAERK,VKORG,VTWEG,KALSM,KNUMV,VSBED,FKDAT,BELNR,GJAHR,POPER,KONDA,KDGRP,BZIRK,PLTYP,INCO1,INCO2,RFBSK,MRNKZ,KURRF,CPKUR,VALTG,VALDT,ZTERM,ZLSCH,KTGRD,LAND1,REGIO,COUNC,CITYC,BUKRS,TAXK1,TAXK2,TAXK3,TAXK4,TAXK5,TAXK6,TAXK7,TAXK8,TAXK9,NETWR,ZUKRI,ERNAM,ERZET,ERDAT,STAFO,KUNRG,KUNAG,MABER,STWAE,STCEG,AEDAT,SFAKN,KNUMA,FKART_RL,FKDAT_RL,KURST,MSCHL,MANSP,SPART,KKBER,KNKLI,CMWAE,CMKUF,HITYP_PR,BSTNK_VF,VBUND,FKART_AB,KAPPL,LANDTX,STCEG_H,STCEG_L,XBLNR,ZUONR,MWSBK,LOGSYS,FKSTO,XEGDR,RPLNR,J_1AFITP,KURRF_DAT,KIDNO,BVTYP,NUMPG,BUPLA,VKONT,FKK_DOCSTAT,NRZAS,SPE_BILLING_IND,VTREF,FK_SOURCE_SYS,FKTYP_CRM,STGRD,CHANGED_ON,EXPKZ,EXNUM,AKWAE,AKKUR,LCNUM,_DATAAGING,BUCHK,GBSTK,RELIK,UVALS,UVPRS,FKSAK,FKARA,VF_STATUS,VF_TODO,BDR_STATUS,BDR_REF,BDR_REF_LOGSYS,ABSTK,DRAFT,ACTIVEDOCUMENT,GRWCU,BLART,INTRA_REL,INTRA_EXCL,ACCRREL,J_1TPBUPL,INCOV,INCO2_L,INCO3_L,DUMMY_BILLINGDOC_INCL_EEW_PS,ZAPCGKH,APCGK_EXTENDH,ZABDATH,DPC_REL,AD01BASDOC,AD01FAREG,VCHRNMBR,J_3GKBAUL,J_3GKENIE,KUNWE,MNDID,PAY_TYPE,SEPON,MNDVG,SPPAYM,SPPORD,BDR_REF_VBTYP,PBD_STATUS,PSPSD,SDM_VERSION,GLO_LOG_REF1_HD,CLRST,APM_APPROVAL_STATUS,APM_APPROVAL_REASON,SRCEDOC_EXT_COMM_SYST_TYPE,ICO_LIFNR,CUSTH_UNIV_SALES_RELVNCE,CUSTH_BRANCH_UUID
100,S300000002,F2,L,M,USD,1710,10,Y17J01,0000000107,01,20171016,,0000,000,,01,,,EXW,Palo Alto,D,,1,,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,169,0000000003,S4H_SD,000913,20171017,,0017100001,0017100001,,USD,,00000000,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,S300000002,,6.76,S4HCLNT100,,,,,20171016,,,000,,,,,,,,,,20171017000913.563219,,,,0,,00000000,,,,,,,,A,,,,,,S,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000020,F5,L,U,USD,1710,10,Y17J01,0000000109,01,20171016,,0000,000,,01,,,EXW,Palo Alto,D,,1,X,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,84.5,0000000049,S4H_SD,080025,20171017,,0017100001,0017100001,,USD,,00000000,,,,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090000020,0090000020,3.38,S4HCLNT100,,,,,20171016,0090000020,,000,,,,,,,,,,0,,,,0,,00000000,,,,,,,,A,,,,,,,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090001808,F2,L,M,USD,1710,10,Y17J01,0000007984,01,20200116,9400000025,2020,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,SC,,,1710,0,,,,,,,,,28566,,BPINST,184234,20200116,,USCU_L05,USCU_L05,,USD,,20200116,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090001808,,0,S4HCLNT100,,,,,20200116,0090001808,,000,,,,,,,,,,20200116184603.936904,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090000018,L2,A,P,USD,1710,10,Y17J01,0000000087,01,20171010,9400000018,2017,000,,01,,,EXW,Palo Alto,C,,1,X,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,17.55,0011000,S4H_SD,123555,20171009,,0017100001,0017100001,,USD,,00000000,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090000018,0090000018,0.7,S4HEWM100,,,,,20171010,0090000018,,000,,,,,,,,,,20171009123556.271573,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000019,F2,L,M,USD,1710,10,Y17J01,0000000106,01,20171016,9400000019,2017,000,,01,,,EXW,Palo Alto,C,,1,X,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,67.6,0000000049,S4H_SD,154033,20171016,,0017100001,0017100001,,USD,,00000000,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090000019,0090000019,2.7,S4HCLNT100,,,,,20171016,0090000019,,000,,,,,,,,,,20171016154033.72705,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000021,F2,L,M,USD,1710,10,Y17J01,0000000111,01,20171017,9400000020,2017,000,,01,,,EXW,Palo Alto,C,,1,X,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,33.8,0000000050,S4H_SD,121843,20171017,,0017100001,0017100001,,USD,,20171017,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090000021,0090000021,1.35,S4HCLNT100,X,,,,20171017,0090000021,,000,,,,,,,,,,20171017122649.063918,,,,0,,00000000,C,C,,,,,,C,,,,,,,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000022,S1,L,N,USD,1710,10,Y17J01,0000000112,01,20171017,0100000050,2017,000,,01,,,EXW,Palo Alto,C,,1,X,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,33.8,0000000050,S4H_SD,122648,20171017,,0017100001,0017100001,,USD,,00000000,0090000021,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090000021,0090000021,1.35,S4HCLNT100,,,,,20171017,0090000021,,000,,,,,,,,,,0,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000023,F2,L,M,USD,1710,10,Y17J01,0000000113,01,20171017,9400000021,2017,000,,01,,,EXW,Palo Alto,C,,1,X,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,33.8,0000000050,S4H_SD,123223,20171017,,0017100001,0017100001,,USD,,00000000,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090000023,0090000023,1.35,S4HCLNT100,,,,,20171017,0090000023,,000,,,,,,,,,,0,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090002305,S1,L,N,USD,1710,10,Y17J01,0000009609,Y1,20181106,,0000,000,,01,,,DDP,Sacramento,E,,1,X,00,00000000,0001,,01,US,CA,,,1710,1,,,,,,,,,1737.45,,BPINST,204815,20200204,,0017186001,0017186001,,USD,,00000000,0090001989,,LR,00000000,,,,00,1000,,USD,1,,,,,,US,A,US,0090001989,,0,S4HCLNT100,,,,,20181106,0090001989,,000,,,,,,,,,,0,,,,0,,00000000,,,,,,,,A,,,,,,,,USD,,,,,,,Sacramento,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090000024,F2,L,M,USD,1710,10,Y17J01,0000000124,01,20171018,9400000022,2017,000,,01,,,EXW,Palo Alto,C,,1,,00,00000000,0004,,01,US,GA,,,1710,1,,,,,,,,,52.65,,S4H_SD,084622,20171018,,0017100001,0017100001,,USD,,00000000,,,LR,00000000,,,,00,A000,0017100001,USD,1,,,,,,US,A,US,0090000024,,2.1,S4HCLNT100,,,,,20171018,0090000024,,000,,,,,,,,,,20171018084622.487461,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Palo Alto,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090003499,F2,L,M,USD,1710,10,Y17J01,0000014243,01,20210226,9400000044,2021,000,C1,Z1,US0004,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,PA,,,1710,0,,,,,,,,,8800,,BPINST,110024,20210226,,USCU_S01,USCU_S01,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090003499,,0,S4HCLNT100,,,,,20210226,0090003499,,000,,,,,,,,,,20210226110024.885595,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090003533,F2,L,M,USD,1710,10,Y17J01,0000014364,01,20210228,9400000078,2021,000,C1,Z1,US0004,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,PA,,,1710,0,,,,,,,,,14080,,BPINST,165004,20210228,,USCU_S01,USCU_S01,,USD,,00000000,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090003533,,0,S4HCLNT100,,,,,20210228,0090003533,,000,,,,,,,,,,20210228165004.77125,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090000027,F2,L,M,USD,1710,10,Y17J01,0000000196,01,20171010,9400000025,2017,000,C1,Z2,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,NC,,,1710,0,,,,,,,,,26840,,S4H_CO,130151,20171018,,USCU_L04,USCU_L04,,USD,,00000000,,,LR,00000000,,,,00,A000,USCU_L04,USD,1,,,,,,US,A,US,0090000027,,0,S4HCLNT100,,,,,20171010,0090000027,,000,,,,,,,,,,20171018130151.623678,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
100,0090000028,F2,L,M,USD,1710,10,Y17J01,0000000198,01,20171010,9400000026,2017,000,C1,Z2,US0004,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,MD,,,1710,0,,,,,,,,,6160,,S4H_CO,130154,20171018,,USCU_L03,USCU_L03,,USD,,00000000,,,LR,00000000,,,,00,A000,USCU_L03,USD,1,,,,,,US,A,US,0090000028,,0,S4HCLNT100,,,,,20171010,0090000028,,000,,,,,,,,,,20171018130154.435217,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,RV,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,,,,,,,
100,0090001797,F2,L,M,USD,1710,10,Y17J01,0000007962,01,20200116,9400000014,2020,000,C1,Z1,US0003,,CFR,Cost & Freight,C,,1,,00,00000000,NT30,,01,US,NC,,,1710,0,,,,,,,,,4008,,BPINST,184215,20200116,,USCU_S07,USCU_S07,,USD,,20200116,,,LR,00000000,,,,00,A000,,USD,1,,,,,,US,A,US,0090001797,,0,S4HCLNT100,,,,,20200116,0090001797,,000,,,,,,,,,,20200116184558.950553,,,,0,,00000000,C,C,,,,,,A,,,,,,,,USD,,,,,,,Cost & Freight,,,0000,0000000000,00000000,,,,00000000,,,,,,,,,,,,,03,,C,,,,,,
