Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost
18,retailer,-20,4,3,-21,100.0,0.0
18,wholesaler,-35,3,1,-37,175.0,0.0
18,distributor,-1,1,1,-1,5.0,0.0
18,manufacturer,-1,1,1,-1,5.0,0.0
19,retailer,-21,4,3,-22,105.0,0.0
19,wholesaler,-37,3,1,-39,185.0,0.0
19,distributor,-1,1,1,-1,5.0,0.0
19,manufacturer,-1,1,1,-1,5.0,0.0
20,retailer,-22,4,3,-23,110.0,0.0
20,wholesaler,-39,3,1,-41,195.0,0.0
20,distributor,-1,1,1,-1,5.0,0.0
20,manufacturer,-1,1,1,-1,5.0,0.0
21,retailer,-23,4,3,-24,115.0,0.0
21,wholesaler,-41,3,1,-43,205.0,0.0
21,distributor,-1,1,1,-1,5.0,0.0
21,manufacturer,-1,1,1,-1,5.0,0.0
22,retailer,-24,4,3,-25,120.0,0.0
22,wholesaler,-43,3,1,-45,215.0,0.0
22,distributor,-1,1,1,-1,5.0,0.0
22,manufacturer,-1,1,1,-1,5.0,0.0
23,retailer,-25,4,3,-26,125.0,0.0
23,wholesaler,-45,3,1,-47,225.0,0.0
23,distributor,-1,1,1,-1,5.0,0.0
23,manufacturer,-1,1,1,-1,5.0,0.0
24,retailer,-26,4,3,-27,130.0,0.0
24,wholesaler,-47,3,1,-49,235.0,0.0
24,distributor,-1,1,1,-1,5.0,0.0
24,manufacturer,-1,1,1,-1,5.0,0.0
25,retailer,-27,4,3,-28,135.0,0.0
25,wholesaler,-49,3,1,-51,245.0,0.0
25,distributor,-1,1,1,-1,5.0,0.0
25,manufacturer,-1,1,1,-1,5.0,0.0
26,retailer,-28,4,3,-29,140.0,0.0
26,wholesaler,-51,3,1,-53,255.0,0.0
26,distributor,-1,1,1,-1,5.0,0.0
26,manufacturer,-1,1,1,-1,5.0,0.0
27,retailer,-29,4,3,-30,145.0,0.0
27,wholesaler,-53,3,1,-55,265.0,0.0
27,distributor,-1,1,1,-1,5.0,0.0
27,manufacturer,-1,1,1,-1,5.0,0.0
28,retailer,-30,4,3,-31,150.0,0.0
28,wholesaler,-55,3,1,-57,275.0,0.0
28,distributor,-1,1,1,-1,5.0,0.0
28,manufacturer,-1,1,1,-1,5.0,0.0
29,retailer,-31,4,3,-32,155.0,0.0
29,wholesaler,-57,3,1,-59,285.0,0.0
29,distributor,-1,1,1,-1,5.0,0.0
29,manufacturer,-1,1,1,-1,5.0,0.0
30,retailer,-32,4,3,-33,160.0,0.0
30,wholesaler,-59,3,1,-61,295.0,0.0
30,distributor,-1,1,1,-1,5.0,0.0
30,manufacturer,-1,1,1,-1,5.0,0.0
31,retailer,-33,4,3,-34,165.0,0.0
31,wholesaler,-61,3,1,-63,305.0,0.0
31,distributor,-1,1,1,-1,5.0,0.0
31,manufacturer,-1,1,1,-1,5.0,0.0
32,retailer,-34,4,3,-35,170.0,0.0
32,wholesaler,-63,3,1,-65,315.0,0.0
32,distributor,-1,1,1,-1,5.0,0.0
32,manufacturer,-1,1,1,-1,5.0,0.0
33,retailer,-35,4,3,-36,175.0,0.0
33,wholesaler,-65,3,1,-67,325.0,0.0
33,distributor,-1,1,1,-1,5.0,0.0
33,manufacturer,-1,1,1,-1,5.0,0.0
34,retailer,-36,4,3,-37,180.0,0.0
34,wholesaler,-67,3,1,-69,335.0,0.0
34,distributor,-1,1,1,-1,5.0,0.0
34,manufacturer,-1,1,1,-1,5.0,0.0
35,retailer,-37,4,3,-38,185.0,0.0
35,wholesaler,-69,3,1,-71,345.0,0.0
35,distributor,-1,1,1,-1,5.0,0.0
35,manufacturer,-1,1,1,-1,5.0,0.0
36,retailer,-38,4,3,-39,190.0,0.0
36,wholesaler,-71,3,1,-73,355.0,0.0
36,distributor,-1,1,1,-1,5.0,0.0
36,manufacturer,-1,1,1,-1,5.0,0.0
37,retailer,-39,4,3,-40,195.0,0.0
37,wholesaler,-73,3,1,-75,365.0,0.0
37,distributor,-1,1,1,-1,5.0,0.0
37,manufacturer,-1,1,1,-1,5.0,0.0
38,retailer,-40,4,3,-41,200.0,0.0
38,wholesaler,-75,3,1,-77,375.0,0.0
38,distributor,-1,1,1,-1,5.0,0.0
38,manufacturer,-1,1,1,-1,5.0,0.0
39,retailer,-41,4,3,-42,205.0,0.0
39,wholesaler,-77,3,1,-79,385.0,0.0
39,distributor,-1,1,1,-1,5.0,0.0
39,manufacturer,-1,1,1,-1,5.0,0.0
40,retailer,-42,4,3,-43,210.0,0.0
40,wholesaler,-79,3,1,-81,395.0,0.0
40,distributor,-1,1,1,-1,5.0,0.0
40,manufacturer,-1,1,1,-1,5.0,0.0
