Round,Node,Starting Inventory,Demand,Supply,Ending Inventory,Backlog Cost,Holding Cost
18,distributor,0,0,0,0,0.0,0.0
18,manufacturer,0,0,0,0,0.0,0.0
19,retailer,-4,4,4,-4,20.0,0.0
19,wholesaler,-72,4,0,-76,360.0,0.0
19,distributor,0,0,0,0,0.0,0.0
19,manufacturer,0,0,0,0,0.0,0.0
20,retailer,-4,4,4,-4,20.0,0.0
20,wholesaler,-76,4,0,-80,380.0,0.0
20,distributor,0,0,0,0,0.0,0.0
20,manufacturer,0,0,0,0,0.0,0.0
21,retailer,-4,4,4,-4,20.0,0.0
21,wholesaler,-80,4,0,-84,400.0,0.0
21,distributor,0,0,0,0,0.0,0.0
21,manufacturer,0,0,0,0,0.0,0.0
22,retailer,-4,4,4,-4,20.0,0.0
22,wholesaler,-84,4,0,-88,420.0,0.0
22,distributor,0,0,0,0,0.0,0.0
22,manufacturer,0,0,0,0,0.0,0.0
23,retailer,-4,4,4,-4,20.0,0.0
23,wholesaler,-88,4,0,-92,440.0,0.0
23,distributor,0,0,0,0,0.0,0.0
23,manufacturer,0,0,0,0,0.0,0.0
24,retailer,-4,4,4,-4,20.0,0.0
24,wholesaler,-92,4,0,-96,460.0,0.0
24,distributor,0,0,0,0,0.0,0.0
24,manufacturer,0,0,0,0,0.0,0.0
25,retailer,-4,4,4,-4,20.0,0.0
25,wholesaler,-96,4,0,-100,480.0,0.0
25,distributor,0,0,0,0,0.0,0.0
25,manufacturer,0,0,0,0,0.0,0.0
26,retailer,-4,4,4,-4,20.0,0.0
26,wholesaler,-100,4,0,-104,500.0,0.0
26,distributor,0,0,0,0,0.0,0.0
26,manufacturer,0,0,0,0,0.0,0.0
27,retailer,-4,4,4,-4,20.0,0.0
27,wholesaler,-104,4,0,-108,520.0,0.0
27,distributor,0,0,0,0,0.0,0.0
27,manufacturer,0,0,0,0,0.0,0.0
28,retailer,-4,4,4,-4,20.0,0.0
28,wholesaler,-108,4,0,-112,540.0,0.0
28,distributor,0,0,0,0,0.0,0.0
28,manufacturer,0,0,0,0,0.0,0.0
29,retailer,-4,4,4,-4,20.0,0.0
29,wholesaler,-112,4,0,-116,560.0,0.0
29,distributor,0,0,0,0,0.0,0.0
29,manufacturer,0,0,0,0,0.0,0.0
30,retailer,-4,4,4,-4,20.0,0.0
30,wholesaler,-116,4,0,-120,580.0,0.0
30,distributor,0,0,0,0,0.0,0.0
30,manufacturer,0,0,0,0,0.0,0.0
31,retailer,-4,4,4,-4,20.0,0.0
31,wholesaler,-120,4,0,-124,600.0,0.0
31,distributor,0,0,0,0,0.0,0.0
31,manufacturer,0,0,0,0,0.0,0.0
32,retailer,-4,4,4,-4,20.0,0.0
32,wholesaler,-124,4,0,-128,620.0,0.0
32,distributor,0,0,0,0,0.0,0.0
32,manufacturer,0,0,0,0,0.0,0.0
33,retailer,-4,4,4,-4,20.0,0.0
33,wholesaler,-128,4,0,-132,640.0,0.0
33,distributor,0,0,0,0,0.0,0.0
33,manufacturer,0,0,0,0,0.0,0.0
34,retailer,-4,4,4,-4,20.0,0.0
34,wholesaler,-132,4,0,-136,660.0,0.0
34,distributor,0,0,0,0,0.0,0.0
34,manufacturer,0,0,0,0,0.0,0.0
35,retailer,-4,4,4,-4,20.0,0.0
35,wholesaler,-136,4,0,-140,680.0,0.0
35,distributor,0,0,0,0,0.0,0.0
35,manufacturer,0,0,0,0,0.0,0.0
36,retailer,-4,4,4,-4,20.0,0.0
36,wholesaler,-140,4,0,-144,700.0,0.0
36,distributor,0,0,0,0,0.0,0.0
36,manufacturer,0,0,0,0,0.0,0.0
37,retailer,-4,4,4,-4,20.0,0.0
37,wholesaler,-144,4,0,-148,720.0,0.0
37,distributor,0,0,0,0,0.0,0.0
37,manufacturer,0,0,0,0,0.0,0.0
38,retailer,-4,4,4,-4,20.0,0.0
38,wholesaler,-148,4,0,-152,740.0,0.0
38,distributor,0,0,0,0,0.0,0.0
38,manufacturer,0,0,0,0,0.0,0.0
39,retailer,-4,4,4,-4,20.0,0.0
39,wholesaler,-152,4,0,-156,760.0,0.0
39,distributor,0,0,0,0,0.0,0.0
39,manufacturer,0,0,0,0,0.0,0.0
40,retailer,-4,4,4,-4,20.0,0.0
40,wholesaler,-156,4,0,-160,780.0,0.0
40,distributor,0,0,0,0,0.0,0.0
40,manufacturer,0,0,0,0,0.0,0.0
